fyear,tic,ACT,AT,C&E,COGS,SHARE,TD,IB,CL,NI,CFO,REVT
2011,NPTN,201.398,277.049,89.611,139.49,24.863,27.166,-15.39,77.199,-14.754,-12.51,201.029
2012,NPTN,225.644,295.632,103.867,169.099,30.546,22.167,-17.672,73.27,-17.53,-8.79,245.423
2013,NPTN,216.573,302.227,77.155,197.527,31.572,34.475,-34.339,92.275,-34.339,4.511,282.242
2014,NPTN,199.023,286.284,48.539,212.702,32.752,23.336,-19.719,96.893,-19.719,-0.451,306.177
2015,NPTN,263.198,341.878,102.042,219.149,40.986,11.519,3.668,111.987,3.668,26.138,339.439
2016,NPTN,270.796,390.887,105.6,266.299,42.526,10.962,-0.205,146.328,-0.205,53.836,413.673
2017,NPTN,264.64,402.953,93.875,202.724,44.219,46.561,-53.333,153.871,-53.333,-32.767,292.894
2010,NXPI,2136,7637,898,1903,250.752,4128,-515,1748,-456,369,4402
2011,NXPI,1966,6612,743,1667,247.837,3764,-44,1049,390,195,4194
2012,NXPI,1954,6439,617,2076,249.026,3456,-116,1496,-115,722,4358
2013,NXPI,2092,6449,670,2100,247.581,3297,348,1193,348,891,4815
2014,NXPI,2640,6893,1185,2559,232.58,3991,539,1320,539,1468,5647
2015,NXPI,4812,26354,1614,2853,342.004,9206,1526,2548,1526,1330,6101
2016,NXPI,5398,24898,1894,4733,335.393,9187,200,2433,200,2303,9498
2017,NXPI,6044,24049,3547,3908,342.925,6565,2215,2718,2215,2447,9256
2010,RP,170.522,342.792,133.356,66.677,68.49,66.629,0.067,93.974,0.067,27.69,188.274
2011,RP,124.758,400.065,70.371,90.663,72.702,50.377,-1.231,114.376,-1.231,49.226,258.685
2012,RP,127.484,402.197,69.006,112.487,75.827,10,5.183,124.857,5.183,58.412,322.261
2013,RP,183.815,503.213,106.443,134.041,78.434,1.428,20.692,173.095,20.692,69.209,379.739
2014,RP,197.815,571.49,112.479,155.647,79.037,20.867,-10.274,196.709,-10.274,69.972,404.551
2015,RP,221.943,623.201,116.372,174.598,78.794,40.292,-9.218,215.347,-9.218,96.012,468.52
2016,RP,297.455,788.098,188.54,212.112,81.087,122.126,16.65,250.527,16.65,136.216,568.128
2017,RP,308.579,1516.293,165.345,246.345,83.18,648.576,0.377,332.907,0.377,137.327,670.963
2010,IPHI,130.564,158.957,110.172,27.798,25.088,,26.131,13.677,26.131,12.361,83.193
2011,IPHI,140.085,172.628,118.979,24.72,27.882,0,1.931,10.69,1.931,9.603,79.297
2012,IPHI,144.397,170.074,121.268,27.776,28.73,0,-20.691,13.087,-20.691,6.468,92.006
2013,IPHI,146.097,182.342,122.557,29.587,30.244,0,-13.178,17.084,-13.178,18.658,102.664
2014,IPHI,140.499,278.71,69.274,41.126,37.311,0.142,-22.608,32.127,-22.608,8.386,156.142
2015,IPHI,378.875,505.046,326.66,64.327,39.389,171.701,-13.551,33.978,-13.551,68.238,246.616
2016,IPHI,499.52,990.595,394.343,56.178,41.303,399.287,26.513,66.27,99.456,63.073,266.277
2017,IPHI,517.109,917.506,405.187,82.949,42.78,422.827,-74.904,60.047,-74.904,77.308,348.201
2010,KEYW,44.864,205.264,5.795,75.684,25.554,0,10.906,18.159,10.906,-1.638,107.988
2011,KEYW,52.897,267.631,1.294,131.868,25.771,49.5,0.535,69.241,0.535,10.303,190.587
2012,KEYW,77.985,462.675,5.639,155.358,36.136,68.688,1.015,61.534,1.015,14.029,243.52
2013,KEYW,73.681,447.855,2.48,193.211,36.926,63,-10.634,58.748,-10.634,15.12,298.732
2014,KEYW,121.391,473.033,39.601,188.206,37.601,124.338,-12.864,33.411,-12.864,8.464,290.53
2015,KEYW,99.559,453.405,21.227,203.82,39.941,126.188,-58.622,36.608,-58.622,12.258,311.81
2016,KEYW,104.858,445.453,41.871,190.323,40.977,132.482,1.865,38.091,-25.728,23.095,288.027
2017,KEYW,128.469,686.907,17.832,322.683,49.876,266.375,-10.951,85.652,-10.951,10.202,441.586
2011,LEDS,106.858,178.326,83.619,22.771,27.285,7.086,-16.104,13.829,-16.104,-2.05,33.902
2012,LEDS,75.121,127.534,56.059,26.224,27.47,5.92,-49.457,13.34,-49.457,-15.771,29.299
2013,LEDS,50.124,85.705,36.272,24.348,27.761,8.463,-43.724,12.704,-43.724,-14.461,17.967
2014,LEDS,25.941,57.617,12.649,18.978,28.424,6.19,-24.475,9.469,-24.475,-15.698,14.481
2015,LEDS,13.672,38.52,4.808,13.245,29.052,3.907,-13.274,6.315,-13.274,-4.525,14.124
2016,LEDS,11.637,22.235,6.03,9.552,3.517,3.409,-21.275,4.901,-21.275,-3.439,10.14
2017,LEDS,8.044,17.67,3.582,8.036,3.544,3.226,-4.091,7.462,-4.091,-2.109,9.214
2010,CCIH,117.61,146.888,89.803,33.488,24.115,1.801,-8.447,42.392,-8.447,14.362,61.12
2011,CCIH,91.836,134.576,62.368,58.609,22.8,0.85,-1.83,28.52,3.251,9.321,98.257
2012,CCIH,96.442,144.603,50.905,81.467,23.404,0,-2.727,37.823,-2.727,5.12,130.613
2013,CCIH,129.962,192.802,69.83,117.142,23.404,0,-5.654,84.561,-5.654,20.06,182.243
2014,CCIH,139.383,279.02,75.636,142.637,26.921,8.556,-1.103,139.268,-1.103,45.19,223.104
2015,CCIH,306.718,404.245,97.713,139.864,25.004,28.803,-13.692,274.738,-13.692,118.941,211.111
2016,CCIH,245.735,255.916,19.433,135.851,25.584,17.376,-131.568,268.498,-131.568,-26.96,151.841
2017,CCIH,163.609,246.843,16.401,118.555,26.642,44.322,-56.739,290.082,-56.739,-15.222,131.037
2010,SFUN,279.527,293.767,233.932,59.633,19.016,0,63.108,160.881,63.108,106.51,224.49
2011,SFUN,261.552,580.371,194.82,62.471,78.151,0,101.625,449.807,101.625,155.284,343.826
2012,SFUN,194.597,801.161,145.008,74.487,80.35,80.75,151.81,467.955,151.81,218.893,430.258
2013,SFUN,963.653,1505.089,847.065,92.787,81.778,530.75,298.609,445.626,298.609,408.056,637.379
2014,SFUN,1179.891,1744.239,907.932,134.115,413.508,500,253.217,500.139,253.217,214.459,702.882
2015,SFUN,1514.738,2295.326,983.659,540.721,475.366,687.887,-15.096,1075.969,-15.096,-165.31,883.549
2016,SFUN,793.21,1614.813,590.541,662.18,441.747,573.192,-169.635,695.691,-169.635,131.24,916.391
2017,SFUN,748.412,2000.255,507.079,146.638,443.484,648.159,21.707,581.812,21.707,126.889,444.296
2011,CSOD,126.845,135.362,85.409,17.571,49.274,3.347,-63.9,67.089,-63.9,1.832,73.022
2012,CSOD,141.573,171.834,76.442,28.293,50.689,5.622,-31.39,114.038,-31.39,10.294,117.914
2013,CSOD,407.451,451.355,309.508,44.852,52.47,219.999,-40.426,173.274,-40.426,17.431,185.129
2014,CSOD,406.405,505.655,282.663,65.912,53.826,225.681,-64.899,230.45,-64.899,33.009,263.568
2015,CSOD,400.425,561.545,244.532,82.952,54.704,232.616,-85.516,303.44,-85.516,43.796,339.651
2016,CSOD,493.513,623.629,302.091,103.51,56.516,238.435,-66.837,346.311,-66.837,35.252,423.124
2017,CSOD,782.115,967.19,563.127,107.49,57.512,533.193,-61.335,644.238,-61.335,67.51,481.985
2010,BITA,172.419,178.136,121.688,22.042,41.253,0,-185.148,53.376,-192.923,2.198,69.41
2011,BITA,184.178,206.759,95.549,33.76,41.186,0,13.851,64.469,13.851,-13.774,106.445
2012,BITA,196.28,228.533,96.369,44.76,39.733,0,21.695,68.809,21.695,20.604,169.645
2013,BITA,315.227,350.546,181.981,52.661,41.498,0,39.848,105.922,39.848,54.604,237.761
2014,BITA,470.137,592.352,206.728,91.369,43.672,0,78.199,230.077,78.199,66.661,396.309
2015,BITA,1217.242,2020.663,523.561,183.604,61.587,266.369,-65.509,410.711,-65.509,-332.297,619.277
2016,BITA,2372.888,4311.502,1080.162,295.443,69.452,989.882,-77.97,1721.722,-77.97,75.961,831.478
2017,BITA,4321.56,7917.823,1593.321,473.033,72.119,2237.735,-247.624,3488.809,-247.624,142.666,1345.044
2011,LKM,156.258,160.482,128.073,7.46,43.324,0,10.251,12.231,10.251,11.84,40.671
2012,LKM,199.856,247.718,127.938,24.112,48.037,0,9.43,32.286,9.43,19.513,91.768
2013,LKM,417.292,609.362,283.049,74.97,61.987,172.5,-1.856,93.883,-1.856,24.274,196.702
2014,LKM,420.285,833.808,273.035,212.444,91.392,172.5,-76.738,93.238,-76.738,6.211,332.324
2015,LKM,386.3,802.142,254.267,307.314,95.738,172.5,-1.303,276.521,-1.303,-11.97,406.691
2016,LKM,495.698,853.628,318.152,250.413,99.803,207.04,-127.593,159.643,-127.593,-40.69,343.05
2011,VNET,246.464,381.791,208.06,106.934,55.938,15.874,2.93,73.49,2.93,26.396,162.209
2012,VNET,202.751,477.828,135.909,159.422,57.833,51.355,9.041,130.038,9.041,27.917,244.644
2013,VNET,595.389,1012.862,454.879,206.428,66.371,415.115,-7.966,175.324,-7.966,10.66,324.879
2014,VNET,462.012,1553.713,276.78,276.078,66.039,622.925,-56.166,481.756,-56.166,52.443,463.599
2015,VNET,537.482,1677.097,306.459,350.157,87.083,482.576,-66.087,435.626,-66.087,33.474,561.05
2016,VNET,749.233,1789.072,509.711,338.277,113.31,217.081,-121.573,629.966,-121.573,12.044,524.525
2017,VNET,652.528,1522.856,421.286,312.317,111.881,459.451,-140.575,272.862,-140.575,61.834,521.449
2011,ELLI,34.865,99.771,25.665,12.924,21.02,0.01,3.62,14.9,3.62,6.372,55.494
2012,ELLI,74.711,185.615,60.357,18.335,26.059,0,19.464,15.927,19.464,27.753,101.845
2013,ELLI,98.284,228.572,79.787,26.461,27.624,0,12.576,20.724,12.576,29.248,128.481
2014,ELLI,112.532,290.12,76.108,37.899,28.907,0.865,14.823,33.799,14.823,40.598,161.537
2015,ELLI,121.813,364.891,83.371,67.624,29.567,4.53,22.258,63.082,22.258,87.23,253.937
2016,ELLI,477.315,751.517,422.748,94.164,33.686,0.704,37.776,78.877,37.776,102.653,360.285
2017,ELLI,302.638,831.607,241.043,114.913,34.228,0.085,52.85,77.388,52.85,116.221,417.042
2011,SQNS,86.255,101.03,57.22,45.004,34.667,0,-0.429,16.087,-0.429,2.763,93.714
2012,SQNS,49.539,68.402,28.751,10.51,34.684,0.365,-33.024,11.954,-33.024,-22.848,22.254
2013,SQNS,60.658,73.528,37.244,8.123,59.13,0.501,-35.586,13.258,-35.586,-24.345,13.712
2014,SQNS,36.315,49.415,12.489,15.099,59.145,0.211,-34.124,19.048,-34.124,-24.406,22.602
2015,SQNS,35.819,48.856,8.681,18.546,59.167,8.996,-27.402,31.072,-27.402,-16.401,32.532
2016,SQNS,50.069,65.077,20.547,24.169,75.03,16.338,-24.787,31.467,-24.787,-15.589,45.579
2017,SQNS,39.747,57.056,3.295,25.928,80.025,17.063,-26.16,27.938,-26.16,-28.626,48.263
2011,RENN,1116.97,1278.008,1040.716,17.593,389.892,0,41.256,60.487,41.256,-3.2,117.967
2012,RENN,952.734,1201.813,904.483,50.481,377.51,0,-75.026,90.119,-75.026,-11.087,176.086
2013,RENN,1122.587,1385.686,949.002,50.252,365.122,0,-39.595,115.262,63.733,-92.193,156.691
2014,RENN,763.203,1149.153,706.474,32.331,341.81,0,33.787,46.044,60.46,-7.478,82.954
2015,RENN,403.938,1267.833,181.161,29.382,339.918,122.072,-221.648,208.751,-220.128,-50.042,41.111
2016,RENN,450.813,1176.844,110.17,49.141,341.68,95.39,-194.053,270.223,-185.352,-11.005,63.364
2017,RENN,468.005,1194.164,175.848,182.369,68.796,100.269,-110.427,370.547,-110.427,-114.964,202.102
2011,YNDX,453.281,1064.875,359.092,147.094,323.839,0,180.406,147.25,180.406,243.563,626.031
2012,YNDX,597.574,1454.762,398.471,236.126,327.76,0,270.126,219.504,270.126,378.728,944.996
2013,YNDX,1186.709,2176.412,1021.84,323.695,323.655,501.413,411.226,211.047,411.226,448.796,1205.601
2014,YNDX,634.142,1681.104,481.659,253.891,317.644,466.216,301.424,173.487,301.424,275.32,899.084
2015,YNDX,727.64,1528.552,589.997,229.793,319.253,374.203,132.312,159.515,132.312,267.604,817.357
2016,YNDX,1240.754,1888.487,1045.463,326.929,322.617,310.313,112.507,241.994,112.507,421.181,1256.559
2017,YNDX,1402.732,2267.549,1150.78,415.786,326.305,309.776,152.439,618.754,152.439,412.92,1633.718
2011,GRPN,1323.327,1774.476,1135.035,258.879,644.145,0,-279.427,995.162,-279.427,290.447,1610.43
2012,GRPN,1487.786,2031.474,1225.796,718.94,656.924,0.758,-54.773,1168.441,-54.773,266.834,2334.472
2013,GRPN,1562.498,2042.01,1255.051,999.973,668.117,5.665,-95.393,1187.778,-95.393,218.432,2573.655
2014,GRPN,1401.329,2227.597,1083.932,1497.581,674.169,38.259,-73.09,1325.596,-73.09,288.824,3191.688
2015,GRPN,1075.242,1796.264,858.062,1681.785,591.319,57.719,-102.182,1203.525,20.668,254.87,3119.516
2016,GRPN,1091.936,1761.377,897.646,1735.563,564.836,227.603,-194.587,1213.051,-194.587,117.105,3143.354
2017,GRPN,1072.448,1677.505,885.029,1450.346,559.94,234.211,16.014,1133.499,14.04,135.079,2843.877
2011,CARB,75.2,99.606,72.526,15.332,25.137,0,-23.536,56.362,-23.536,7.572,60.512
2012,CARB,59.749,100.925,55.831,18.261,25.806,0,-18.936,71.434,-18.936,9.195,84.043
2013,CARB,70.384,109.161,65.386,22.291,26.54,0,-10.605,81.464,-10.605,14.625,107.194
2014,CARB,69.579,131.754,61.943,26.098,27.208,0,-9.35,93.346,-9.35,22.678,122.62
2015,CARB,71.995,125.99,65.071,25.866,27.217,0,-21.615,100.212,-21.615,13.174,136.616
2016,CARB,83.251,144.759,59.287,46.055,27.394,0,-4.099,111.898,-4.099,13.161,206.986
2017,CARB,157.273,312.819,128.231,49.9,28.182,111.819,-4.002,132.758,-4.002,31.33,239.462
2012,UBNT,207.897,213.736,122.06,201.912,92.05,29.591,102.589,52.435,102.589,81.788,353.517
2013,UBNT,283.474,292.34,227.826,183.526,87.214,76.129,80.49,59.421,80.49,131.891,320.823
2014,UBNT,465.724,476.151,347.097,316.178,88.179,72.254,176.937,52.315,176.937,121.327,572.464
2015,UBNT,581.346,600.572,446.401,323.289,87.414,97.5,129.663,70.134,129.663,134.547,595.947
2016,UBNT,728.641,748.051,551.031,335.306,81.667,203.5,213.616,90.92,213.616,197.508,666.395
2017,UBNT,952.334,972.711,604.198,462.201,80.276,256.564,257.506,98.488,257.506,112.036,865.268
2011,ZNGA,2023.909,2516.646,1811.354,234.629,721.592,0,-404.316,668.685,-404.316,389.172,1140.1
2012,ZNGA,1484.37,2576.32,1312.922,210.69,779.249,100,-209.448,509.145,-209.448,195.767,1281.267
2013,ZNGA,1241.399,2279.085,1128.989,119.311,832.309,0,-36.982,276.502,-36.982,28.674,873.266
2014,ZNGA,1082.939,2348.793,964.571,129.476,905.86,0,-225.9,369.038,-225.9,-4.511,690.41
2015,ZNGA,1112.29,2124.63,987.459,177.37,903.617,0,-121.51,236.206,-121.51,-44.447,764.717
2016,ZNGA,965.476,1905.849,858.666,196.776,886.85,0,-108.173,243.64,-108.173,60.016,741.42
2017,ZNGA,830.95,1979.333,694.183,228.677,870.66,0,26.639,282.711,26.639,94.577,861.39
2011,IMI,93.927,127.814,81.002,18.39,42.219,27.318,-30.015,19.262,-30.015,-8.156,53.83
2012,IMI,89.605,123.685,78.283,20.104,44.047,26.514,-0.756,37.398,-0.756,3.486,66.827
2013,IMI,81.352,124.482,72.083,23.089,46.486,25,-8.819,13.956,-8.819,7.779,67.406
2014,IMI,72.208,105.437,65.069,13.114,47.614,23,-21.761,10.131,-21.761,-1.85,47.695
2015,IMI,43.054,69.677,35.332,10.995,49.092,0,-21.013,10.244,-21.013,-4.827,45.322
2016,IMI,32.254,53.168,25.794,8.2,49.514,0.062,-15.437,4.956,-15.437,-5.404,47.298
2017,IMI,30.738,44.309,24.15,6.052,49.57,0,-10.403,5.269,-10.403,-0.873,37.203
2000,TSM,2809.596,11181.368,1241.838,1454.194,2337.873,1579.552,1962.804,1429.756,1962.804,2816.177,5010.479
2001,TSM,2022.891,10471.934,1112.983,1054.43,3366.511,1468.553,413.805,952.259,413.805,2166.22,3596.711
2002,TSM,2954.963,11254.824,1958.508,1296.464,3716.177,1642.712,622.775,1163.164,622.775,2838.821,4677.268
2003,TSM,4899.723,11985.893,3430.432,1945.431,4045.204,1288.623,1390.371,916.372,1390.371,3413.86,5972.251
2004,TSM,5811.251,15735.794,4045.697,2429.644,4641.289,1023.352,2908.51,2013.841,2908.51,4825.17,8103.737
2005,TSM,6471.195,15838.707,4386.677,2346.841,4939.417,633.118,2852.896,1070.799,2852.896,4793.939,8126.985
2006,TSM,7987.64,18026.548,5985.848,2772.997,5159.153,637.343,3847.898,1437.88,3897.199,6290.184,9739.405
2007,TSM,7703.432,17602.997,5391.125,3179.436,5118.602,467.324,3366.546,1501.881,3366.546,5666.565,9948.523
2008,TSM,7711.184,17060.946,6454.523,3439.295,5125.087,453.761,3050.464,1734.029,3050.464,6761.099,10169.649
2009,TSM,8131.572,18613.34,6128.235,2746.516,5180.541,210.811,2792.419,2476.786,2792.419,5006.773,9256.407
2010,TSM,8974.581,24671.548,6231.098,4355.968,5182.016,196.911,5545.813,4227.56,5545.813,7874.942,14397.32
2011,TSM,7441.704,25578.622,4975.956,4215.733,5183.244,826.594,4433.475,3865.435,4433.475,8179.286,14109.039
2012,TSM,8684.633,32875.546,5195.101,4594.382,5184.887,2830.83,5719.752,4903.129,5719.752,9950.561,17426.802
2013,TSM,12017.657,42333.245,8224.693,5815.811,5185.723,7092.987,6167.536,6837.881,6167.536,11717.244,20014.221
2014,TSM,19828.063,47314.362,13826.713,6328.888,5185.932,6788.478,8351.228,6361.227,8351.228,13339.359,24139.445
2015,TSM,22773.528,50549.506,17876.207,6933.494,5186.076,6572.589,9349.614,6472.357,9349.614,16263.695,25724.226
2016,TSM,25238.552,58219.034,19515.107,8258.389,5186.076,5902.009,10238.077,10749.568,10238.077,16830.66,29257.355
2017,TSM,28920.482,67197.436,21912.608,8248.837,5186.076,5067.514,11639.619,13052.976,11639.619,19890.823,32977.301
2011,MX,379.896,602.675,168.941,487.291,37.908,204.241,21.793,137.639,21.793,104.531,772.831
2012,MX,456.826,789.966,182.371,523.701,35.635,201.653,193.301,148.295,193.301,121.103,819.592
2013,MX,334.162,625.19,153.61,546.383,34.048,223.923,-64.203,162.095,-64.203,68.755,734.177
2014,MX,276.036,527.731,102.434,515.367,34.056,224.035,-117.232,169.273,-117.232,-37.469,698.218
2015,MX,260.234,477.881,90.882,472.358,34.569,224.156,-84.867,166.511,-84.867,-9.977,633.712
2016,MX,242.693,441.952,101.606,506.327,35.048,221.082,-29.615,153.441,-29.615,7.631,687.969
2017,MX,330.26,558.789,128.575,463.633,34.19,303.416,84.936,138.142,84.936,-18.444,679.672
2002,AUO,1436.024,3722.519,841.183,1467.105,401.515,1023.624,173.564,726.349,173.564,600.049,2181.244
2003,AUO,1491.096,4650.51,604.111,1925.515,434.024,947.294,460.722,1170.627,460.722,1089.776,3085.044
2004,AUO,1882.397,7268.255,610.716,3302.305,494.604,1683.002,880.997,1688.746,880.997,1556.193,5296.521
2005,AUO,2921.979,10054.766,849.078,4686.141,583.055,2858.934,476.433,2739.576,476.433,1463.598,6627.695
2006,AUO,4686.795,17739.367,1404.551,6524.207,757.34,6789.765,280.517,5133.994,279.333,2102.692,8993.764
2007,AUO,6718.418,19039.755,2813.344,9758.203,781.771,5476.432,1739.678,5381.465,1739.678,4838.943,14806.772
2008,AUO,4465.601,17305.728,2561.203,8858.011,850.572,4820.72,649.188,4654.599,649.188,4031.059,12940.421
2009,AUO,6149.008,19487.097,2696.416,8287.247,882.705,5656.117,-837.851,6345.081,-837.851,1785.322,11246.677
2010,AUO,7034.509,21596.286,3071.328,11774.556,882.705,6224.606,229.673,6498.922,229.673,3113.781,16031.502
2011,AUO,6695.538,20243.744,3000.881,10589.285,882.705,7385.858,-2023.912,6745.288,-2023.912,479.522,12544.165
2012,AUO,6049.434,18581.842,2669.262,10744.87,882.705,7384.044,-1880.024,6595.329,-1880.024,1229.371,13028.259
2013,AUO,5685.687,15582.834,2559.877,10685.256,962.425,6076.131,127.527,6079.07,127.527,1664.178,13957.861
2014,AUO,5873.892,13998.228,2593.829,9730.344,962.425,4503.355,517.943,5510.854,517.943,2006.108,12917.057
2015,AUO,4940.287,12175.572,2405.643,8449.467,962.425,3282.861,220.86,4326.563,220.86,1890.912,10989.509
2016,AUO,5041.551,12526.567,2475.039,7997.925,962.425,3835.266,307.566,3642.95,307.566,1132.588,10157.069
2017,AUO,6078.797,14513.181,3543.206,8356.87,962.425,3731.714,1437.567,3720.131,1437.567,2846.266,11505.677
2004,BLKB,64.072,160.808,42.144,38.082,42.549,0.044,12.641,71.019,12.641,43.549,138.745
2005,BLKB,64.601,147.498,22.683,47.478,43.263,0,33.301,79.948,33.301,51.846,166.296
2006,BLKB,111.631,195.009,68.301,54.261,44.462,0,30.153,97.506,30.153,62.955,191.38
2007,BLKB,73.019,237.694,14.775,84.819,45.019,1.099,31.724,119.996,31.724,62.867,257.038
2008,BLKB,105.417,313.886,28.724,100.221,43.775,61.924,29.878,215.379,29.878,60.31,302.495
2009,BLKB,109.746,304.229,35.643,106.199,44.538,1.491,28.447,180.231,28.447,86.797,312.756
2010,BLKB,143.148,328.091,44.333,116.545,44.473,0.031,29.805,195.713,29.805,55.908,327.094
2011,BLKB,187.948,392.59,92.725,141.096,44.94,0,33.22,240.041,33.22,85.527,370.868
2012,BLKB,213.748,705.747,81.668,172.337,45.651,215.5,6.583,311.695,6.583,68.691,447.419
2013,BLKB,229.769,706.61,119.251,191.203,46.127,152.908,30.472,356.682,30.472,107.244,503.817
2014,BLKB,287.782,943.183,155.444,229.824,46.308,280.571,28.29,421.004,28.29,102.277,564.421
2015,BLKB,399.112,1223.853,270.4,250.744,46.971,408.604,25.649,566.298,25.649,114.34,637.94
2016,BLKB,507.919,1310.21,370.673,271.569,47.506,342.393,41.515,680.116,41.515,153.628,730.815
2017,BLKB,794.102,1759.426,640.174,291.141,48.076,438.224,65.933,976.004,65.933,176.29,788.306
2004,UCTT,44.658,67.698,11.57,153.39,16.366,0.25,8.55,14.797,8.55,4.022,184.204
2005,UCTT,53.263,75.009,10.813,125.292,16.501,0.148,2.003,19.374,2.003,-3.176,147.535
2006,UCTT,121.267,187.047,23.321,282.671,21.081,27.405,16.31,49.68,16.31,7.685,337.228
2007,UCTT,125.341,195.027,33.447,341.972,21.563,22.256,15.893,44.843,15.893,23.52,403.807
2008,UCTT,94.492,117.411,29.62,235.854,21.288,18.471,-52.417,21.295,-52.417,11.582,266.919
2009,UCTT,114.465,131.31,26.697,149.462,21.484,15.128,-20.026,53.054,-20.026,1.091,159.757
2010,UCTT,154.466,172.995,34.654,381.67,22.3,28.689,20.097,57.721,20.097,-4.857,443.134
2011,UCTT,154.12,178.299,52.155,390.702,22.911,24.77,23.734,36.742,23.734,23.724,452.639
2012,UCTT,165.119,265.929,54.311,340.661,27.911,75.657,5.153,79.236,5.153,27.339,403.43
2013,UCTT,200.459,292.543,60.415,367.58,28.695,55.133,10.424,100.044,10.424,29.931,444.022
2014,UCTT,208.447,296.142,78.997,428.336,29.562,48.155,11.357,66.168,11.357,30.359,516.757
2015,UCTT,190.139,336.153,50.103,387.133,32.279,75.539,-10.732,64.711,-10.732,0.926,469.103
2016,UCTT,237.45,380.697,52.465,469.329,32.956,67.75,10.051,101.061,10.051,17.577,562.759
2017,UCTT,407.448,563.412,68.306,751.447,33.665,52.274,75.085,207.347,75.085,48.905,924.351
2006,HIMX,466.715,518.794,118.689,596.344,193.6,0,75.19,153.279,75.19,29.696,744.518
2007,HIMX,538.272,652.762,110.085,705.903,191.98,0,112.596,185.599,112.596,77.162,918.211
2008,HIMX,434.65,565.548,149.07,616.375,190.12,0,76.381,91.63,76.381,136.5,832.799
2009,HIMX,423.797,550.448,121.654,536.761,179.006,0,39.65,120.651,39.65,73.63,692.381
2010,HIMX,485.924,619.62,163.974,494.021,176.921,0,33.206,205.748,33.206,57.631,642.692
2011,HIMX,515.709,644.978,190.529,494.654,174.64,0,10.706,245.36,10.706,43.448,633.021
2012,HIMX,567.088,674.598,213.009,553.401,169.575,0,51.596,242.117,51.596,52.167,737.255
2013,HIMX,639.657,759.327,236.507,564.577,170.525,0,61.476,303.833,61.476,51.123,770.739
